id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
DB00122,0.14773506,0.09310885,0.25386572,0.23576097,0.1470886,0.30974174,0.013442144,0.20192108,0.06609446,0.0,0.2055783,0.08061269,0.007860077,0.12935667,0.19436239,0.08063635,0.0476879,0.061267257,0.11767482,0.05312695,0.037027214,0.4930767,0.15825482,0.5254734,0.5152512,0.6732693,0.15979044,0.0,0.40362367,0.13836369,0.04674809,0.10418366,0.06590965,0.13407074,0.028948441,0.016890135,0.0036180087,0.005608975,0.15225033,0.043906998,0.04142813,0.1365911,0.22021115,0.23309769,0.0,0.059289616,0.49987325,0.27856827,0.040174354,0.06382612,0.107616514,0.0,0.32832798,0.4262715,0.16769034,0.015979005,0.43633005,0.116877444,0.37697476,0.059285603,0.0,0.37171873,0.044322293,0.31034288
DB00125,0.17364442,0.09563806,0.22615,0.22179535,0.13237248,0.352447,0.0,0.2204398,0.07873473,0.0,0.14603022,0.07723625,0.030933917,0.13770697,0.19372675,0.14824347,0.0028545342,0.0779923,0.16146976,0.05173641,0.1264471,0.5786968,0.13034436,0.58453536,0.5567355,0.66535544,0.17574841,0.0,0.49174094,0.076413535,0.085415944,0.1532127,0.0,0.14685704,0.026442224,0.04114445,0.023967804,0.0,0.2066093,0.10917194,0.06521987,0.13989554,0.18737982,0.2702765,0.024055047,0.1061534,0.51665616,0.31203446,0.029980626,0.08754136,0.08820743,0.0,0.32931614,0.5447272,0.18553062,0.0073763686,0.4412173,0.083703265,0.37249896,0.040336933,0.0,0.41201264,0.04711753,0.33733246
DB00126,0.13920335,0.101238675,0.23556599,0.21192998,0.10006415,0.32785973,0.0,0.1840268,0.03744405,0.0,0.20130995,0.045589793,0.0,0.11902464,0.25165632,0.082641065,9.259134e-05,0.1158605,0.18710433,0.063096054,0.040272992,0.62439525,0.16099624,0.6097503,0.5616544,0.746263,0.11403837,0.0,0.48410305,0.1399295,0.043689437,0.14674667,0.044727437,0.102701485,0.026600907,0.028882777,0.0,0.0,0.23213676,0.09587832,0.053260613,0.07061662,0.27380142,0.20878564,0.0,0.13604105,0.55571145,0.32019833,0.058008365,0.07507188,0.09479264,0.0017938811,0.3101018,0.5004248,0.09806998,0.059004102,0.43144265,0.14344765,0.39385146,0.07483596,0.0,0.37782192,0.029795388,0.31533137
DB00131,0.14902802,0.026287895,0.23054062,0.34429455,0.085057706,0.43312216,0.0,0.27885905,0.09766309,0.0,0.16109882,0.07804551,0.02220564,0.029413803,0.27389848,0.035518706,0.0,0.07567942,0.27557278,0.00040800654,0.0,0.63770825,0.16723473,0.78037226,0.5623695,0.8823786,0.13129,0.0,0.641544,0.0756392,0.0,0.17695138,0.009556864,0.04081046,0.026434356,0.008403748,0.0042962055,0.0,0.25355923,0.047357503,0.044184864,0.19677792,0.218462,0.193091,0.0,0.091883264,0.5526159,0.34195563,0.07849852,0.063021585,0.065196544,0.08885581,0.40062064,0.56542873,0.18521409,0.030256372,0.47194386,0.102226965,0.5138354,0.0560614,0.0,0.5434892,0.074242376,0.33953175
DB00136,0.09895527,0.12450046,0.226691,0.24569422,0.09912821,0.28109178,0.0,0.119952105,0.16533253,0.0,0.20673494,0.09693952,0.012362311,0.20853053,0.12988839,0.09289741,0.0,0.14110816,0.19532299,0.033661537,0.0,0.5564919,0.10453316,0.59626853,0.5166285,0.6895897,0.11383924,0.041918673,0.47888315,0.101795115,0.0870486,0.05507401,0.011437373,0.11310939,0.010944377,0.046879757,0.0,0.0,0.2469302,0.055886175,0.0,0.17712077,0.18217616,0.13836019,0.0,0.08700621,0.5097598,0.18264495,0.073009856,0.098473825,0.036849044,0.012751666,0.41594785,0.40842044,0.21005479,0.0,0.4977152,0.077283114,0.36978757,0.05696804,0.0,0.47695497,0.0,0.24383377
DB00140,0.14898013,0.23876847,0.27401468,0.25451466,0.11605589,0.30192208,0.0,0.24496707,0.042246927,0.039733063,0.17107867,0.08206975,0.0,0.2261623,0.22120497,0.14115193,0.023539498,0.0707598,0.14187486,0.10290192,0.026358984,0.6246323,0.1753268,0.5906916,0.67733145,0.7723477,0.038805593,0.0,0.54856205,0.053434443,0.0,0.11920336,0.08146189,0.12396867,0.0109071825,0.0,0.0,0.0,0.16346343,0.03912112,0.11336872,0.13152139,0.19629088,0.27359208,0.0,0.10316676,0.5522142,0.35273492,0.1171756,0.14161298,0.056597833,0.0,0.4389968,0.480831,0.13901147,0.027010873,0.49324977,0.050553832,0.4060642,0.071491405,0.044268515,0.48320153,0.14551853,0.283934
DB00153,0.14280498,0.06246724,0.19848938,0.25097546,0.051357664,0.26294386,0.0,0.124749035,0.1546596,0.0,0.16874067,0.11262228,0.012774901,0.12845561,0.21955329,0.08015206,0.04873915,0.17113304,0.14924245,0.063734315,0.0,0.57254755,0.14492978,0.6803128,0.45741472,0.62098205,0.1426999,0.0012061389,0.49760363,0.08720737,0.097284965,0.049098797,0.034950323,0.09019696,0.013728056,0.0,0.0,0.0,0.15535747,0.07917147,0.0,0.1436539,0.22472945,0.2015021,0.0,0.06356009,0.52266026,0.23529778,0.0544401,0.06732598,0.11556428,0.0,0.43287116,0.39925912,0.13642901,0.0,0.4815833,0.0961557,0.32337433,0.001247431,0.0,0.43239516,0.057691883,0.27543783
DB00160,0.17310306,0.06315135,0.21625611,0.23447092,0.14015369,0.32287386,0.0,0.19695932,0.10123884,0.0,0.18437278,0.09286202,0.0668644,0.1552434,0.19806486,0.06207499,0.0051301927,0.07407471,0.16420144,0.034908354,0.04568901,0.5805636,0.18933436,0.5938466,0.55328196,0.6798478,0.23407994,0.0,0.48960978,0.12634757,0.056967873,0.13684776,0.0,0.13876177,0.038704194,0.0,0.0071116732,0.0,0.18140996,0.072312646,0.038910314,0.11582092,0.22650272,0.25326538,0.0,0.076907076,0.5590775,0.28577664,0.08404758,0.07634546,0.112705685,0.0,0.33840498,0.49269977,0.16793634,0.014615283,0.46038964,0.074243456,0.39448905,0.051468145,0.0,0.4550815,0.13451278,0.3426407
DB00162,0.16327031,0.09286988,0.24021544,0.24686989,0.11121871,0.3185124,0.0,0.27389804,0.077366985,0.050298348,0.18369097,0.02112595,0.06014451,0.13953772,0.21926236,0.0722666,0.0,0.12250428,0.17644744,0.0021537817,0.0,0.55319846,0.20155151,0.66900235,0.50992215,0.71697795,0.052880295,0.0,0.4978436,0.07597009,0.044470247,0.047233038,0.008362111,0.062947705,0.055584107,0.043103624,0.0,0.0,0.15987876,0.08604878,0.025398446,0.1839186,0.1774893,0.14268285,0.0,0.06448904,0.5012436,0.3217763,0.07019676,0.06086671,0.086627744,0.030044856,0.38515934,0.5202068,0.14519611,0.051959045,0.45692995,0.12537085,0.4007327,0.084133014,0.0,0.4802008,0.06660168,0.23768522
DB00163,0.06814694,0.1009908,0.20790552,0.34337145,0.10783979,0.2871863,0.0,0.13177605,0.029492712,0.0,0.22816335,0.055469915,0.0,0.16899726,0.30738324,0.055935293,0.0,0.21409021,0.21246599,0.07796735,0.021486875,0.5144809,0.10774397,0.60699326,0.5886846,0.74857485,0.11324772,0.002755917,0.44266954,0.18615372,0.0,0.11888936,0.0,0.11645143,0.035435256,0.054164886,0.05512069,0.0,0.18600734,0.068685964,0.033792756,0.13718733,0.23201193,0.15285794,0.0,0.051522892,0.52923435,0.25722232,0.13708794,0.056189876,0.0,0.023102626,0.34422642,0.4975017,0.1348764,0.0,0.44917583,0.12508409,0.40775475,0.11978104,0.0,0.42950326,0.051848862,0.32329953
DB00165,0.092522636,0.122947596,0.24851929,0.27702767,0.14620723,0.35875452,0.0,0.19631176,0.06518568,0.0,0.20265968,0.099691756,0.0,0.1506754,0.22702642,0.018642168,0.0010624208,0.06895497,0.17162834,0.027742736,0.0,0.60936224,0.19585869,0.67239636,0.6323476,0.8508908,0.13756417,0.0,0.47993872,0.10168614,0.0,0.14890999,0.06523903,0.13078128,0.029649556,0.060275972,0.03246665,0.0,0.1548435,0.08889633,0.0,0.13482794,0.21311137,0.19138536,0.0,0.04344372,0.6001809,0.32687324,0.09242834,0.09643823,0.055142127,0.0,0.4062363,0.47353825,0.07942032,0.06998023,0.50692314,0.13649665,0.38587224,0.08946279,0.0,0.39654648,0.03973952,0.3157045
DB00167,0.18947619,0.09043043,0.27706552,0.2371884,0.15270197,0.32781392,0.0,0.15838766,0.068972565,0.0,0.20674784,0.08010012,0.04395434,0.16826375,0.25734788,0.029163832,0.0069523593,0.059188638,0.1944701,0.11260485,0.058454853,0.5799173,0.1942944,0.5880538,0.5714664,0.7398392,0.18624245,0.0,0.49455193,0.11607531,0.06605426,0.12947036,0.0,0.16545478,0.040201,0.016879356,0.008875987,0.0,0.18970768,0.052526996,0.030440029,0.08166792,0.19299094,0.2262983,0.017540796,0.10702424,0.60391784,0.30808735,0.055919155,0.10960757,0.10540257,0.030199617,0.33625197,0.51221824,0.15653667,0.008157884,0.40712073,0.07541386,0.44152528,0.046296712,0.0,0.44015834,0.13665965,0.32115546
DB00169,0.09533849,0.08455113,0.18055184,0.27740857,0.038256615,0.2676537,0.0,0.12694335,0.14191534,0.0,0.18489572,0.031585697,0.011288034,0.2043362,0.22862644,0.10938498,0.047307566,0.1869107,0.17488965,0.038248744,0.0,0.55346256,0.061068486,0.63331515,0.5195787,0.6898096,0.12468054,0.0764929,0.4710055,0.13449001,0.049408115,0.07835912,0.0727579,0.043532483,0.0,0.0,0.00028522988,0.0,0.21072438,0.12361536,0.0,0.16274035,0.17291857,0.19541512,0.0,0.11689356,0.4874371,0.23833384,0.05249906,0.078381665,0.036614787,0.0,0.44403806,0.42814198,0.18841931,0.0,0.42551622,0.11323781,0.35377675,0.018173287,0.0,0.4552996,0.05453715,0.27441987
DB00175,0.1269107,0.043217298,0.28216848,0.32486278,0.0649614,0.37664428,0.0,0.14365712,0.1533384,0.04112872,0.21123005,0.0,0.036033813,0.118364744,0.26167932,0.0,0.0,0.11962125,0.17065015,0.014417192,0.062228687,0.7481649,0.23038627,0.5749972,0.5218349,0.73203516,0.034808084,0.0,0.47335267,0.0,0.035481896,0.10765732,0.0,0.039295938,0.10320234,0.12116479,0.0,0.0,0.28908032,0.09569468,0.020405687,0.1413095,0.30993465,0.26789168,0.0,0.0527601,0.60139006,0.2802446,0.08688713,0.052726697,0.0,0.0076856213,0.35378286,0.4480634,0.16141382,0.043241963,0.46118426,0.091702595,0.42207408,0.021107426,0.024159998,0.31421232,0.1755834,0.3709877
DB00176,0.112093195,0.07280447,0.19832204,0.1642928,0.11820694,0.24438162,0.0,0.13759615,0.0749705,0.0,0.17365663,0.08676745,0.010982604,0.110915154,0.15722573,0.03693188,0.015199676,0.05988562,0.116152525,0.03517438,0.01194374,0.37053448,0.1245222,0.42368686,0.41716155,0.49773014,0.14575294,0.0,0.3302708,0.11894949,0.05214529,0.097856686,0.014932141,0.096257836,0.02789429,0.0,0.02919674,0.0,0.11706448,0.048385147,0.031222107,0.054303374,0.17994826,0.18130554,0.0,0.077332914,0.37566304,0.25213498,0.049455725,0.03522578,0.08639613,0.020634357,0.28071323,0.36665288,0.11065171,0.032189198,0.32782313,0.073136166,0.29438987,0.037074704,0.0,0.29307348,0.06714344,0.23124105
DB00177,0.24003021,0.042835362,0.23599534,0.23860192,0.18093188,0.38278472,0.0,0.28792703,0.0,0.019266577,0.20014963,0.11824397,0.0,0.19113222,0.29592186,0.067896664,0.0,0.060263965,0.23552288,0.020156702,0.0,0.8396494,0.261308,0.75226545,0.71747726,0.9811498,0.1470309,0.0,0.62583226,0.12751193,0.08013555,0.15074268,0.005691537,0.20772187,0.14207196,0.04188596,0.0,0.0,0.18952301,0.1428691,0.14859684,0.17922683,0.285794,0.38483903,0.010372752,0.06865866,0.6937296,0.41468096,0.11236792,0.05071095,0.038317095,0.0,0.32377946,0.5988949,0.18327254,0.0,0.5970812,0.0038227697,0.40871552,0.13303678,0.0,0.48518082,0.03577202,0.29648182
DB00178,0.1660779,0.06452276,0.22916642,0.21344413,0.0632908,0.3801219,0.0,0.2606717,0.07571026,0.0,0.11202163,0.045954,0.08850679,0.23757297,0.2369246,0.037498444,0.0,0.14668924,0.18190981,0.0,0.04822439,0.6747674,0.189312,0.7062453,0.62278163,0.8885768,0.19139361,0.0,0.5613886,0.028215097,0.0,0.08114206,0.0,0.15875451,0.0,0.057582576,0.0,0.0,0.20605607,0.04236834,0.13736948,0.15111493,0.3136815,0.24255978,0.0,0.14164409,0.55061126,0.39762375,0.05930328,0.07670423,0.09022374,0.0051098145,0.38611186,0.5273683,0.11184057,0.0,0.45348415,0.0,0.40927932,0.0,0.0,0.5134046,0.0,0.30199185
DB00179,0.17228897,0.061780747,0.23635879,0.26618975,0.20352127,0.37572366,0.07829967,0.24033941,0.04917781,0.0,0.23157305,0.11023204,0.00029578854,0.17094238,0.21630412,0.0397807,0.03224752,0.13296983,0.17611562,0.039111026,0.022436725,0.6068397,0.1618606,0.6172979,0.6788801,0.8258821,0.18877305,0.03772439,0.5449716,0.10503665,0.041366994,0.0975211,0.038830467,0.16785187,4.3961718e-05,0.0,0.005661266,0.006468046,0.20748392,0.046539236,0.002273039,0.15213056,0.27099973,0.26547745,0.0,0.06102711,0.5820721,0.38979968,0.087180614,0.044737324,0.1469945,0.0,0.44612885,0.5756938,0.106866255,0.014409497,0.5254769,0.07094979,0.37269217,0.10715393,0.0,0.4031092,0.11898298,0.32431912
DB00180,0.028877756,0.16490671,0.21128522,0.3436747,0.08802707,0.32104674,0.0,0.25491676,0.047256675,0.0,0.15544283,0.0,0.10066454,0.13086437,0.16393264,0.047566686,0.039906796,0.22517367,0.19198197,0.13359322,0.0,0.711074,0.18280691,0.58862984,0.49075446,0.73479134,0.12842284,0.017017627,0.532527,0.14388342,0.21795698,0.10690358,0.0,0.0,0.0024455308,0.11083154,0.0,0.0,0.15206847,0.11054303,0.0,0.16312574,0.4217084,0.16778523,0.0,0.105735354,0.48252204,0.120141245,0.1579592,0.11699963,0.08326248,0.0073161535,0.38516322,0.46944222,0.28749886,0.0,0.5475907,0.13915719,0.3433554,0.10515171,0.0,0.49320355,0.0,0.3576632
DB00181,0.14039265,0.03976459,0.30678296,0.3177804,0.19354895,0.38934228,0.058768723,0.25589874,0.092628226,0.004971759,0.2832063,0.12527786,0.019021207,0.13586852,0.22654888,0.0724001,0.013207931,0.021627143,0.16581027,0.013257412,0.0,0.65575373,0.21262506,0.6626505,0.6687625,0.82740456,0.16844043,0.0,0.5410365,0.10996963,0.13558751,0.17131749,0.04585307,0.108853154,0.12068503,0.0,0.005700974,0.0,0.11416638,0.06037737,0.03557713,0.075752266,0.32991183,0.29851112,0.0,0.041035146,0.6003191,0.39146972,0.09259835,0.03308932,0.07572823,0.06564351,0.4290996,0.580938,0.21722315,0.05492412,0.55498177,0.05210895,0.47516945,0.07280492,0.0,0.44669145,0.07107022,0.3659644
DB00182,0.112093195,0.07280447,0.19832204,0.1642928,0.11820694,0.24438162,0.0,0.13759615,0.0749705,0.0,0.17365663,0.08676745,0.010982604,0.110915154,0.15722573,0.03693188,0.015199676,0.05988562,0.116152525,0.03517438,0.01194374,0.37053448,0.1245222,0.42368686,0.41716155,0.49773014,0.14575294,0.0,0.3302708,0.11894949,0.05214529,0.097856686,0.014932141,0.096257836,0.02789429,0.0,0.02919674,0.0,0.11706448,0.048385147,0.031222107,0.054303374,0.17994826,0.18130554,0.0,0.077332914,0.37566304,0.25213498,0.049455725,0.03522578,0.08639613,0.020634357,0.28071323,0.36665288,0.11065171,0.032189198,0.32782313,0.073136166,0.29438987,0.037074704,0.0,0.29307348,0.06714344,0.23124105
DB00186,0.20586441,0.12271425,0.32211947,0.18828677,0.20087789,0.37586337,0.0,0.21039265,0.06294582,0.0,0.18979633,0.09890074,0.0,0.1546574,0.20893969,0.0,0.0,0.054811947,0.22511852,0.08387619,0.0,0.59135544,0.1500679,0.64825636,0.6341587,0.803092,0.101307645,0.0034917255,0.51450545,0.032793615,0.14954457,0.14248827,0.0,0.10652483,0.15430437,0.0,0.051171366,0.0,0.087870635,0.084763065,0.0036145807,0.10810585,0.17801,0.3033856,0.0,0.06968107,0.57422894,0.3291082,0.03198757,0.0,0.10968923,0.03200413,0.41998225,0.47300047,0.17382842,0.0,0.5383086,0.01570821,0.47885606,0.116896644,0.0,0.4601042,0.0,0.3381675
DB00187,0.17821276,0.09347205,0.20905733,0.2961665,0.20593216,0.3703516,0.0023457443,0.21499078,0.061365183,0.0,0.22416694,0.022030598,0.005827165,0.19197333,0.23464271,0.0815128,0.01380336,0.045688845,0.24907094,0.031666335,0.0722153,0.7231946,0.232845,0.676671,0.69284195,0.86798275,0.093211465,0.013117498,0.56058264,0.060595162,0.03559975,0.122417405,0.13990057,0.1700879,0.021352496,0.09733909,0.0,0.0,0.28696403,0.030313978,0.0,0.13965958,0.23842178,0.30867678,0.0,0.09625363,0.64790744,0.43436342,0.012101481,0.07899307,0.010362319,0.0009015718,0.42842165,0.52394116,0.17252822,0.0069473437,0.5638073,0.10410862,0.48364455,0.07992591,0.0,0.4692226,0.09122881,0.37915397
DB00188,0.12887336,0.097056024,0.20619725,0.21985164,0.17139708,0.37009168,0.0,0.20764734,0.12849233,0.0,0.16200869,0.16362542,0.03572324,0.20245613,0.2978997,0.03416293,0.0,0.0,0.19451554,0.0,0.0384577,0.6526957,0.16546609,0.7329402,0.6227932,0.82035464,0.14799647,0.0506075,0.63511944,0.06608345,0.0,0.20286624,0.013306613,0.15112455,0.007051812,0.032141495,0.0,0.0,0.20640673,0.095825054,0.13961479,0.13267297,0.32373717,0.23879564,0.0,0.0070908563,0.6294122,0.41537377,0.0,0.039519995,0.07209328,0.076103926,0.42341608,0.6224574,0.08879724,0.058499847,0.51723474,0.067015484,0.43617246,0.027434014,0.0,0.3806559,0.15617004,0.3474891
DB00190,0.21540412,0.07271036,0.23572728,0.26413786,0.20729968,0.40020534,0.039071597,0.31883398,0.05950932,0.0,0.2510305,0.093962885,0.0346085,0.18652318,0.21801777,0.08735625,0.0721089,0.0349625,0.14925349,0.022508733,0.0,0.7463815,0.20992813,0.76043314,0.73573536,0.9647065,0.2323309,0.011552001,0.5724801,0.10952813,0.1487629,0.13528997,0.008204897,0.17485148,0.05501098,0.03821066,0.030675005,0.0,0.23737425,0.1070513,0.005255441,0.12081753,0.35997275,0.30485135,0.0,0.12652639,0.6791486,0.3915892,0.050237667,0.021148317,0.10614416,0.0,0.5041565,0.6543716,0.16795003,0.013175352,0.5668172,0.13482136,0.43322808,0.11175124,0.0,0.4860532,0.017644657,0.3553013
DB00191,0.112093195,0.07280447,0.19832204,0.1642928,0.11820694,0.24438162,0.0,0.13759615,0.0749705,0.0,0.17365663,0.08676745,0.010982604,0.110915154,0.15722573,0.03693188,0.015199676,0.05988562,0.116152525,0.03517438,0.01194374,0.37053448,0.1245222,0.42368686,0.41716155,0.49773014,0.14575294,0.0,0.3302708,0.11894949,0.05214529,0.097856686,0.014932141,0.096257836,0.02789429,0.0,0.02919674,0.0,0.11706448,0.048385147,0.031222107,0.054303374,0.17994826,0.18130554,0.0,0.077332914,0.37566304,0.25213498,0.049455725,0.03522578,0.08639613,0.020634357,0.28071323,0.36665288,0.11065171,0.032189198,0.32782313,0.073136166,0.29438987,0.037074704,0.0,0.29307348,0.06714344,0.23124105
DB00193,0.07057012,0.16525055,0.28755993,0.24581845,0.14245561,0.32823622,0.0,0.21611913,0.026868125,0.0,0.2043698,0.089310445,0.0,0.12397136,0.25878847,0.0,0.0,0.048859343,0.16984256,0.026652798,0.0019623472,0.6349681,0.17230718,0.6836836,0.6338425,0.8224355,0.10509455,0.0,0.5709177,0.13805671,0.12174139,0.09907938,0.0,0.076641575,0.0,0.03672584,0.0,0.0,0.13037547,0.12668349,0.024475543,0.1140189,0.3168894,0.22346799,0.011890775,0.13153026,0.5767582,0.32631716,0.11664526,0.09949302,0.058812406,0.00023730182,0.39716294,0.515641,0.032620635,0.013524939,0.4932506,0.09586522,0.419237,0.12211425,0.0,0.46795577,0.055681877,0.24590142
